experiment_row_id,experiment_id,user_id,treatment_group,assigned_price,discount_pct,experiment_date,viewed_pricing_page,clicked_subscribe,subscribed,time_on_pricing_page_sec,pricing_page_scroll_depth_pct,hesitate_event_count,paywall_modal_shown,experiment_assignment_delay_sec
7409,1,7409,variant_high,14.99,15.0,2025-07-21,1,1,0,111.08,27.7,3,0,80
7410,1,7410,variant_high,14.99,15.0,2025-09-23,0,0,0,62.73,11.1,0,1,47
7411,1,7411,control,9.99,0.0,2025-10-02,0,0,0,77.25,20.9,4,1,4
7412,1,7412,variant_high,14.99,15.0,2024-09-17,1,1,0,48.56,56.1,3,1,58
7413,1,7413,variant_high,14.99,15.0,2024-03-02,0,0,0,106.49,0.4,5,1,68
7414,1,7414,variant_high,14.99,15.0,2025-12-23,0,0,0,158.58,0.0,3,1,63
7415,1,7415,variant_mid,12.99,10.0,2025-09-28,1,0,0,133.35,58.4,2,1,69
7416,1,7416,variant_high,14.99,15.0,2024-06-06,1,0,0,44.2,37.4,3,1,10
7417,1,7417,control,9.99,0.0,2025-03-02,1,0,0,141.19,69.1,2,1,5
7418,1,7418,variant_high,14.99,15.0,2025-12-13,0,0,0,247.21,0.0,2,1,9
7419,1,7419,control,9.99,0.0,2024-09-13,0,0,0,30.31,6.1,1,1,54
7420,1,7420,variant_high,14.99,15.0,2025-08-11,0,0,0,311.83,21.1,1,1,62
7421,1,7421,variant_high,14.99,15.0,2024-12-31,1,0,0,274.26,59.9,2,1,18
7422,1,7422,variant_high,14.99,15.0,2025-12-27,0,0,0,130.86,9.9,2,1,20
7423,1,7423,variant_high,14.99,15.0,2024-10-27,1,0,0,63.87,60.8,3,1,10
7424,1,7424,variant_high,14.99,15.0,2024-05-09,0,0,0,28.18,7.4,5,1,70
7425,1,7425,variant_high,14.99,15.0,2025-12-02,1,0,0,97.68,80.3,3,1,1
7426,1,7426,variant_mid,12.99,10.0,2024-09-20,1,1,1,536.35,53.9,5,1,34
7427,1,7427,control,9.99,0.0,2024-07-29,1,0,0,68.29,93.1,1,1,83
7428,1,7428,variant_high,14.99,15.0,2024-05-29,1,1,1,182.82,66.1,3,0,39
7429,1,7429,variant_mid,12.99,10.0,2024-11-10,1,1,0,157.66,49.8,2,1,53
7430,1,7430,variant_high,14.99,15.0,2025-09-12,0,0,0,197.71,33.2,6,1,85
7431,1,7431,variant_mid,12.99,10.0,2024-09-12,1,0,0,1006.39,47.3,3,1,28
7432,1,7432,variant_mid,12.99,10.0,2024-07-14,0,0,0,133.48,0.0,2,1,35
7433,1,7433,variant_mid,12.99,10.0,2024-12-07,1,0,0,248.73,74.5,3,0,39
7434,1,7434,variant_high,14.99,15.0,2025-01-31,1,0,0,8.13,51.2,2,1,24
7435,1,7435,control,9.99,0.0,2025-09-01,1,1,1,496.27,33.5,1,0,71
7436,1,7436,variant_mid,12.99,10.0,2024-06-06,0,0,0,128.99,3.7,1,1,3
7437,1,7437,control,9.99,0.0,2024-09-09,0,0,0,64.35,25.4,2,0,76
7438,1,7438,variant_mid,12.99,10.0,2025-06-15,0,0,0,23.47,19.0,3,1,51
7439,1,7439,variant_mid,12.99,10.0,2024-11-11,0,0,0,287.35,0.0,6,1,2
7440,1,7440,control,9.99,0.0,2025-06-28,0,0,0,38.02,26.3,0,1,8
7441,1,7441,variant_high,14.99,15.0,2024-11-26,0,0,0,71.76,21.7,6,1,13
7442,1,7442,variant_high,14.99,15.0,2024-04-03,0,0,0,83.46,0.0,1,0,70
7443,1,7443,variant_high,14.99,15.0,2025-10-05,0,0,0,75.77,0.0,1,0,29
7444,1,7444,variant_high,14.99,15.0,2025-06-02,1,1,0,30.28,91.4,3,1,81
7445,1,7445,control,9.99,0.0,2024-04-18,1,1,0,56.89,69.6,1,1,44
7446,1,7446,variant_mid,12.99,10.0,2024-05-17,0,0,0,209.49,0.0,1,1,34
7447,1,7447,variant_high,14.99,15.0,2024-09-24,0,0,0,340.55,14.3,3,1,56
7448,1,7448,variant_high,14.99,15.0,2025-12-08,0,0,0,16.95,3.1,3,1,6
7449,1,7449,variant_high,14.99,15.0,2024-08-26,1,0,0,423.06,34.6,3,0,6
7450,1,7450,variant_mid,12.99,10.0,2025-10-13,0,0,0,44.77,6.5,1,1,6
7451,1,7451,variant_high,14.99,15.0,2025-01-08,0,0,0,47.52,9.4,1,1,35
7452,1,7452,variant_high,14.99,15.0,2024-05-30,0,0,0,39.18,12.7,2,0,53
7453,1,7453,variant_mid,12.99,10.0,2024-04-12,0,0,0,193.89,3.8,4,1,38
7454,1,7454,control,9.99,0.0,2024-09-21,0,0,0,184.18,11.2,2,0,53
7455,1,7455,variant_high,14.99,15.0,2024-06-29,0,0,0,66.77,46.4,2,1,34
7456,1,7456,variant_mid,12.99,10.0,2025-03-12,1,1,1,240.38,58.9,2,1,59
7457,1,7457,variant_high,14.99,15.0,2025-12-17,1,0,0,27.14,71.1,2,1,33
7458,1,7458,control,9.99,0.0,2025-08-11,0,0,0,59.87,0.0,0,1,88
7459,1,7459,control,9.99,0.0,2024-08-24,0,0,0,314.05,0.0,2,1,11
7460,1,7460,variant_high,14.99,15.0,2025-12-03,1,0,0,116.56,60.0,7,1,54
7461,1,7461,control,9.99,0.0,2025-12-12,1,1,0,111.7,60.7,4,1,19
7462,1,7462,variant_mid,12.99,10.0,2024-11-01,0,0,0,573.2,10.9,3,1,63
7463,1,7463,variant_mid,12.99,10.0,2025-01-10,1,1,0,175.85,62.7,3,1,55
7464,1,7464,control,9.99,0.0,2025-01-05,0,0,0,75.58,13.7,2,1,32
7465,1,7465,variant_mid,12.99,10.0,2024-11-09,0,0,0,18.04,6.3,4,0,61
7466,1,7466,control,9.99,0.0,2024-05-03,1,1,1,11.55,56.7,0,1,71
7467,1,7467,control,9.99,0.0,2025-10-29,1,1,1,214.45,60.9,0,1,52
7468,1,7468,variant_high,14.99,15.0,2024-09-21,1,0,0,115.68,58.6,4,1,2
7469,1,7469,variant_mid,12.99,10.0,2024-03-08,0,0,0,37.72,9.4,3,1,57
7470,1,7470,variant_high,14.99,15.0,2025-12-30,1,1,1,36.99,37.2,3,0,49
7471,1,7471,variant_mid,12.99,10.0,2024-04-05,0,0,0,21.99,7.3,2,1,78
7472,1,7472,variant_high,14.99,15.0,2025-11-20,0,0,0,108.56,5.0,3,1,61
7473,1,7473,control,9.99,0.0,2024-04-28,1,0,0,71.33,52.2,0,1,21
7474,1,7474,control,9.99,0.0,2024-11-01,0,0,0,167.9,0.0,1,1,66
7475,1,7475,control,9.99,0.0,2025-01-25,0,0,0,33.42,10.2,4,0,4
7476,1,7476,control,9.99,0.0,2024-06-21,1,0,0,146.32,45.8,1,1,25
7477,1,7477,variant_high,14.99,15.0,2025-03-06,1,0,0,65.35,34.4,0,1,37
7478,1,7478,variant_mid,12.99,10.0,2025-02-28,0,0,0,88.75,15.7,1,1,71
7479,1,7479,variant_mid,12.99,10.0,2025-10-07,0,0,0,91.83,12.6,1,1,13
7480,1,7480,variant_mid,12.99,10.0,2024-11-12,1,1,1,52.7,48.8,2,1,7
7481,1,7481,control,9.99,0.0,2025-10-20,1,0,0,57.03,46.0,0,1,23
7482,1,7482,variant_high,14.99,15.0,2025-07-13,0,0,0,86.86,40.6,4,1,43
7483,1,7483,variant_mid,12.99,10.0,2025-08-17,0,0,0,151.76,39.3,3,0,49
7484,1,7484,control,9.99,0.0,2025-04-19,0,0,0,356.03,25.9,3,1,77
7485,1,7485,variant_mid,12.99,10.0,2024-05-25,1,1,0,114.05,52.7,1,1,26
7486,1,7486,control,9.99,0.0,2025-05-03,1,1,0,47.36,62.2,1,1,67
7487,1,7487,variant_high,14.99,15.0,2025-06-07,1,0,0,80.08,32.6,3,1,81
7488,1,7488,variant_mid,12.99,10.0,2024-10-20,1,0,0,1540.24,29.1,3,0,72
7489,1,7489,variant_high,14.99,15.0,2025-04-10,0,0,0,39.81,9.8,3,0,20
7490,1,7490,variant_high,14.99,15.0,2025-04-08,1,0,0,809.15,86.0,3,1,1
7491,1,7491,control,9.99,0.0,2025-05-03,1,1,0,185.5,70.5,2,1,20
7492,1,7492,control,9.99,0.0,2025-05-18,1,1,1,138.13,63.9,4,1,74
7493,1,7493,variant_high,14.99,15.0,2025-05-08,0,0,0,33.09,40.0,5,0,18
7494,1,7494,variant_mid,12.99,10.0,2025-05-05,1,1,1,367.07,68.8,4,0,72
7495,1,7495,variant_mid,12.99,10.0,2024-09-01,1,1,0,360.23,62.2,2,1,41
7496,1,7496,variant_mid,12.99,10.0,2025-06-09,1,1,1,6.72,60.0,4,1,0
7497,1,7497,variant_mid,12.99,10.0,2024-04-26,1,1,1,124.06,45.8,3,0,86
7498,1,7498,variant_mid,12.99,10.0,2025-10-25,0,0,0,60.06,0.0,3,0,2
7499,1,7499,variant_high,14.99,15.0,2025-08-08,1,1,0,188.96,92.6,4,1,87
7500,1,7500,variant_mid,12.99,10.0,2024-07-20,1,1,1,179.48,47.0,2,1,71
7501,1,7501,control,9.99,0.0,2024-03-12,0,0,0,178.12,0.0,4,1,20
7502,1,7502,control,9.99,0.0,2024-04-24,1,1,1,261.5,65.2,1,1,19
7503,1,7503,variant_high,14.99,15.0,2025-05-20,1,1,1,95.05,72.2,3,1,29
7504,1,7504,variant_mid,12.99,10.0,2024-02-11,1,0,0,96.36,69.2,2,1,31
7505,1,7505,variant_mid,12.99,10.0,2024-03-17,0,0,0,1066.25,4.9,4,0,23
7506,1,7506,control,9.99,0.0,2025-06-05,1,0,0,60.25,46.3,0,1,46
7507,1,7507,variant_high,14.99,15.0,2024-12-31,1,1,1,174.93,70.5,3,1,0
7508,1,7508,variant_mid,12.99,10.0,2024-09-19,0,0,0,35.76,10.4,4,1,57
7509,1,7509,variant_high,14.99,15.0,2024-07-24,1,0,0,257.4,55.6,5,1,84
7510,1,7510,control,9.99,0.0,2025-01-14,0,0,0,151.06,28.6,0,1,9
7511,1,7511,control,9.99,0.0,2024-08-10,1,1,1,604.74,62.4,2,1,15
7512,1,7512,control,9.99,0.0,2024-02-29,0,0,0,100.84,16.3,2,1,64
7513,1,7513,variant_mid,12.99,10.0,2024-12-17,0,0,0,397.39,0.0,2,0,23
7514,1,7514,variant_high,14.99,15.0,2025-11-24,0,0,0,62.46,34.5,4,1,49
7515,1,7515,variant_mid,12.99,10.0,2025-01-14,0,0,0,87.38,15.3,3,0,43
7516,1,7516,variant_high,14.99,15.0,2025-03-20,0,0,0,158.88,21.7,3,1,84
7517,1,7517,variant_high,14.99,15.0,2024-09-14,1,0,0,267.68,52.7,0,1,87
7518,1,7518,control,9.99,0.0,2024-04-15,1,1,1,255.92,46.8,1,1,63
7519,1,7519,variant_mid,12.99,10.0,2025-07-05,1,0,0,213.7,58.9,2,0,59
7520,1,7520,variant_high,14.99,15.0,2024-11-08,1,0,0,89.23,48.3,1,1,87
7521,1,7521,variant_mid,12.99,10.0,2024-03-14,0,0,0,44.64,11.6,1,1,75
7522,1,7522,control,9.99,0.0,2024-08-18,1,0,0,162.05,63.8,2,0,30
7523,1,7523,variant_high,14.99,15.0,2024-01-26,1,1,1,716.75,52.6,3,1,58
7524,1,7524,variant_mid,12.99,10.0,2025-09-30,1,1,1,191.85,72.4,3,1,51
7525,1,7525,variant_high,14.99,15.0,2026-01-07,0,0,0,89.89,6.6,2,1,72
7526,1,7526,variant_mid,12.99,10.0,2025-10-21,1,1,1,347.35,60.9,1,0,54
7527,1,7527,variant_mid,12.99,10.0,2025-09-02,0,0,0,358.21,6.7,1,1,25
7528,1,7528,variant_mid,12.99,10.0,2025-08-12,1,1,1,777.67,42.4,4,0,74
7529,1,7529,variant_high,14.99,15.0,2024-12-23,1,0,0,475.79,55.7,4,1,32
7530,1,7530,variant_high,14.99,15.0,2024-10-26,0,0,0,334.91,19.3,4,1,22
7531,1,7531,variant_mid,12.99,10.0,2024-03-18,1,0,0,193.88,35.9,1,0,4
7532,1,7532,control,9.99,0.0,2025-11-22,0,0,0,43.02,21.2,2,1,39
7533,1,7533,control,9.99,0.0,2024-01-25,1,1,1,43.21,87.2,2,1,17
7534,1,7534,control,9.99,0.0,2024-08-05,1,0,0,55.77,78.7,1,0,85
7535,1,7535,variant_mid,12.99,10.0,2024-11-13,1,0,0,157.69,30.7,4,1,51
7536,1,7536,variant_mid,12.99,10.0,2025-05-06,1,0,0,33.46,50.7,2,1,9
7537,1,7537,control,9.99,0.0,2026-01-13,0,0,0,29.17,21.3,1,1,1
7538,1,7538,variant_mid,12.99,10.0,2025-02-02,1,0,0,180.39,32.9,3,1,0
7539,1,7539,variant_high,14.99,15.0,2025-08-26,1,0,0,166.23,40.9,5,1,2
7540,1,7540,control,9.99,0.0,2024-11-19,0,0,0,21.98,20.1,0,0,63
7541,1,7541,variant_high,14.99,15.0,2026-01-07,0,0,0,241.49,0.0,3,0,24
7542,1,7542,control,9.99,0.0,2024-05-27,0,0,0,42.41,15.0,4,1,74
7543,1,7543,variant_mid,12.99,10.0,2024-11-08,1,0,0,90.0,64.4,3,1,7
7544,1,7544,variant_high,14.99,15.0,2024-07-01,1,0,0,157.51,80.0,4,1,56
7545,1,7545,control,9.99,0.0,2024-07-26,0,0,0,54.01,29.7,3,1,61
7546,1,7546,variant_high,14.99,15.0,2025-08-27,0,0,0,323.64,0.0,3,1,78
7547,1,7547,control,9.99,0.0,2025-06-22,0,0,0,267.5,0.0,5,0,79
7548,1,7548,variant_mid,12.99,10.0,2025-05-22,1,1,0,58.81,81.9,1,1,22
7549,1,7549,control,9.99,0.0,2024-03-05,0,0,0,96.29,2.8,3,1,14
7550,1,7550,variant_mid,12.99,10.0,2025-11-10,1,0,0,137.82,52.3,1,1,69
7551,1,7551,control,9.99,0.0,2025-11-26,1,1,1,279.85,56.5,1,1,5
7552,1,7552,variant_high,14.99,15.0,2025-05-18,0,0,0,213.03,5.9,4,1,78
7553,1,7553,control,9.99,0.0,2024-10-28,1,0,0,232.37,36.8,4,1,60
7554,1,7554,variant_high,14.99,15.0,2024-02-28,0,0,0,93.25,6.1,1,1,38
7555,1,7555,control,9.99,0.0,2024-12-01,0,0,0,174.7,0.0,2,1,15
7556,1,7556,control,9.99,0.0,2024-04-07,0,0,0,22.65,0.0,4,1,43
7557,1,7557,variant_mid,12.99,10.0,2025-05-08,1,0,0,445.81,35.1,2,1,15
7558,1,7558,variant_mid,12.99,10.0,2025-06-14,1,0,0,163.53,59.3,0,1,18
7559,1,7559,variant_high,14.99,15.0,2024-03-03,1,0,0,121.76,73.9,3,1,18
7560,1,7560,variant_high,14.99,15.0,2024-07-02,1,1,1,51.83,42.5,2,1,57
7561,1,7561,variant_mid,12.99,10.0,2025-04-23,1,0,0,741.87,64.5,3,1,59
7562,1,7562,variant_high,14.99,15.0,2024-07-17,1,0,0,77.4,74.0,6,1,81
7563,1,7563,control,9.99,0.0,2025-09-16,1,1,0,91.71,69.9,2,1,84
7564,1,7564,variant_high,14.99,15.0,2024-11-09,1,0,0,385.14,79.9,2,0,16
7565,1,7565,variant_mid,12.99,10.0,2025-05-21,0,0,0,59.43,25.0,5,0,70
7566,1,7566,control,9.99,0.0,2025-07-13,0,0,0,437.23,0.2,1,1,11
7567,1,7567,variant_mid,12.99,10.0,2025-03-19,0,0,0,358.78,12.8,2,1,7
7568,1,7568,variant_mid,12.99,10.0,2025-05-01,1,1,1,754.17,85.0,3,1,74
7569,1,7569,variant_mid,12.99,10.0,2025-03-14,1,0,0,342.01,31.7,2,1,82
7570,1,7570,control,9.99,0.0,2024-05-27,1,1,1,145.73,30.6,1,0,15
7571,1,7571,variant_mid,12.99,10.0,2024-08-05,1,1,1,30.04,56.2,3,1,20
7572,1,7572,variant_mid,12.99,10.0,2025-10-25,1,0,0,404.99,73.1,1,1,81
7573,1,7573,variant_mid,12.99,10.0,2024-10-03,1,0,0,35.6,51.3,2,1,89
7574,1,7574,variant_high,14.99,15.0,2025-12-11,1,1,1,88.0,39.8,4,1,77
7575,1,7575,variant_high,14.99,15.0,2025-02-25,0,0,0,385.87,9.5,3,1,3
7576,1,7576,variant_mid,12.99,10.0,2025-08-16,0,0,0,225.3,22.7,6,1,16
7577,1,7577,variant_mid,12.99,10.0,2024-06-28,1,0,0,93.7,76.0,2,1,68
7578,1,7578,variant_high,14.99,15.0,2024-05-27,0,0,0,145.77,12.8,6,0,23
7579,1,7579,variant_high,14.99,15.0,2024-10-14,1,1,0,33.49,45.0,1,1,86
7580,1,7580,variant_high,14.99,15.0,2025-08-11,0,0,0,195.38,0.0,3,0,20
7581,1,7581,variant_high,14.99,15.0,2025-05-30,1,0,0,46.4,68.7,1,1,6
7582,1,7582,variant_mid,12.99,10.0,2025-01-29,1,1,1,257.27,59.6,1,1,13
7583,1,7583,variant_high,14.99,15.0,2024-05-27,0,0,0,13.24,0.0,3,1,81
7584,1,7584,variant_mid,12.99,10.0,2024-02-10,0,0,0,67.37,16.0,3,1,87
7585,1,7585,control,9.99,0.0,2024-04-18,1,0,0,120.17,59.5,3,1,50
7586,1,7586,variant_mid,12.99,10.0,2025-05-13,1,1,1,86.78,64.5,1,1,30
7587,1,7587,control,9.99,0.0,2025-12-04,1,1,1,38.51,92.7,2,1,76
7588,1,7588,control,9.99,0.0,2025-12-25,0,0,0,687.03,0.0,1,0,72
7589,1,7589,variant_mid,12.99,10.0,2025-07-15,1,1,0,109.38,43.2,1,1,84
7590,1,7590,variant_mid,12.99,10.0,2024-12-01,1,1,1,25.73,42.5,0,0,0
7591,1,7591,variant_high,14.99,15.0,2025-06-20,1,0,0,126.07,56.1,6,1,1
7592,1,7592,variant_high,14.99,15.0,2024-02-29,0,0,0,94.44,21.4,3,1,43
7593,1,7593,variant_mid,12.99,10.0,2024-09-25,0,0,0,80.28,44.1,4,1,44
7594,1,7594,control,9.99,0.0,2024-07-07,1,1,0,163.22,100.0,2,0,79
7595,1,7595,control,9.99,0.0,2025-12-25,0,0,0,114.06,57.9,1,1,60
7596,1,7596,variant_high,14.99,15.0,2025-03-03,1,1,0,106.49,51.6,3,1,72
7597,1,7597,variant_mid,12.99,10.0,2025-12-02,0,0,0,104.45,0.0,6,0,84
7598,1,7598,variant_mid,12.99,10.0,2025-08-11,0,0,0,51.76,5.1,3,1,11
7599,1,7599,variant_mid,12.99,10.0,2025-06-22,1,1,1,65.3,53.4,1,1,68
7600,1,7600,control,9.99,0.0,2024-05-28,0,0,0,43.37,0.0,3,1,22
7601,1,7601,variant_mid,12.99,10.0,2024-02-28,1,0,0,196.69,51.0,0,1,16
7602,1,7602,variant_high,14.99,15.0,2024-06-14,0,0,0,615.7,34.8,1,1,6
7603,1,7603,variant_high,14.99,15.0,2025-09-07,1,1,1,28.04,74.4,5,0,48
7604,1,7604,variant_mid,12.99,10.0,2025-11-11,0,0,0,43.4,7.3,3,0,87
7605,1,7605,control,9.99,0.0,2025-06-02,1,1,1,83.28,81.2,4,1,58
7606,1,7606,control,9.99,0.0,2025-10-13,0,0,0,68.19,4.5,2,0,21
7607,1,7607,control,9.99,0.0,2024-03-07,0,0,0,124.49,7.1,2,1,79
7608,1,7608,variant_mid,12.99,10.0,2025-11-07,1,0,0,65.62,72.1,5,1,43
7609,1,7609,control,9.99,0.0,2024-03-29,0,0,0,55.89,3.6,2,1,7
7610,1,7610,variant_mid,12.99,10.0,2024-05-23,0,0,0,109.88,0.0,1,1,13
7611,1,7611,variant_mid,12.99,10.0,2025-09-02,0,0,0,185.35,8.0,2,1,32
7612,1,7612,variant_mid,12.99,10.0,2025-12-01,0,0,0,24.86,16.2,0,1,63
7613,1,7613,control,9.99,0.0,2024-05-05,0,0,0,31.93,0.9,1,0,18
7614,1,7614,variant_mid,12.99,10.0,2024-09-15,0,0,0,95.18,0.0,3,1,58
7615,1,7615,variant_high,14.99,15.0,2025-08-26,1,0,0,314.75,59.6,5,1,26
7616,1,7616,control,9.99,0.0,2025-01-27,0,0,0,205.24,10.6,1,1,39
7617,1,7617,variant_mid,12.99,10.0,2024-11-01,0,0,0,41.07,27.0,1,0,65
7618,1,7618,variant_mid,12.99,10.0,2024-12-13,0,0,0,58.01,0.0,8,1,21
7619,1,7619,variant_mid,12.99,10.0,2024-08-17,1,0,0,81.19,69.0,2,0,85
7620,1,7620,variant_high,14.99,15.0,2025-12-19,1,0,0,119.11,50.3,2,1,38
7621,1,7621,variant_high,14.99,15.0,2025-01-20,1,1,1,309.89,74.9,4,1,73
7622,1,7622,variant_high,14.99,15.0,2024-07-26,0,0,0,631.86,0.0,3,1,78
7623,1,7623,variant_high,14.99,15.0,2025-10-18,1,1,1,59.43,50.0,2,1,66
7624,1,7624,variant_high,14.99,15.0,2025-12-15,0,0,0,155.52,42.3,1,1,33
7625,1,7625,variant_high,14.99,15.0,2024-02-25,1,0,0,84.66,48.2,1,1,63
7626,1,7626,variant_mid,12.99,10.0,2025-12-06,1,1,1,94.91,41.3,0,1,87
7627,1,7627,variant_high,14.99,15.0,2025-12-24,1,1,0,44.85,82.4,2,1,68
7628,1,7628,control,9.99,0.0,2025-11-16,1,1,0,26.26,90.3,0,0,65
7629,1,7629,variant_high,14.99,15.0,2024-04-27,1,1,0,726.38,47.6,6,1,11
7630,1,7630,control,9.99,0.0,2024-09-24,1,0,0,19.02,87.2,4,1,43
7631,1,7631,control,9.99,0.0,2025-10-04,0,0,0,227.51,3.8,2,1,78
7632,1,7632,control,9.99,0.0,2024-10-11,1,0,0,590.05,86.2,2,1,84
7633,1,7633,variant_high,14.99,15.0,2024-12-02,1,1,1,20.46,34.7,3,1,64
7634,1,7634,variant_mid,12.99,10.0,2024-06-14,0,0,0,86.98,6.2,3,1,38
7635,1,7635,variant_high,14.99,15.0,2024-11-07,0,0,0,93.93,14.9,2,1,20
7636,1,7636,variant_mid,12.99,10.0,2024-12-15,0,0,0,410.02,25.2,5,1,71
7637,1,7637,variant_mid,12.99,10.0,2024-11-11,0,0,0,111.73,28.4,7,1,37
7638,1,7638,variant_high,14.99,15.0,2024-07-06,1,1,0,19.43,86.7,1,1,15
7639,1,7639,variant_mid,12.99,10.0,2024-03-07,0,0,0,104.09,0.0,4,1,4
7640,1,7640,variant_mid,12.99,10.0,2025-04-17,1,0,0,60.72,21.0,6,1,43
7641,1,7641,variant_high,14.99,15.0,2024-02-27,0,0,0,38.29,8.2,5,1,46
7642,1,7642,control,9.99,0.0,2025-10-13,1,1,1,60.67,53.6,1,0,36
7643,1,7643,variant_mid,12.99,10.0,2024-02-23,0,0,0,31.45,26.9,3,1,39
7644,1,7644,control,9.99,0.0,2025-12-12,1,1,0,403.37,61.2,1,1,34
7645,1,7645,variant_mid,12.99,10.0,2025-02-23,1,1,1,208.73,63.0,2,1,28
7646,1,7646,variant_high,14.99,15.0,2024-11-28,0,0,0,119.21,32.1,2,1,38
7647,1,7647,control,9.99,0.0,2025-09-17,0,0,0,73.67,1.4,1,1,39
7648,1,7648,control,9.99,0.0,2024-11-18,1,1,1,44.31,24.5,2,1,73
7649,1,7649,variant_high,14.99,15.0,2024-04-21,1,1,1,664.17,53.0,2,0,47
7650,1,7650,variant_high,14.99,15.0,2025-01-23,1,0,0,374.42,69.9,1,1,77
7651,1,7651,variant_mid,12.99,10.0,2025-01-05,1,1,0,103.88,19.9,2,1,28
7652,1,7652,variant_mid,12.99,10.0,2025-10-30,0,0,0,33.44,0.0,1,0,46
7653,1,7653,control,9.99,0.0,2025-01-22,1,1,0,105.43,79.4,0,0,16
7654,1,7654,control,9.99,0.0,2024-03-01,0,0,0,564.7,16.1,1,0,13
7655,1,7655,variant_mid,12.99,10.0,2024-09-14,0,0,0,225.92,14.2,2,1,78
7656,1,7656,variant_mid,12.99,10.0,2024-08-16,1,0,0,109.39,50.8,4,0,82
7657,1,7657,variant_high,14.99,15.0,2024-06-26,0,0,0,81.82,13.1,5,1,22
7658,1,7658,variant_mid,12.99,10.0,2024-05-28,0,0,0,536.63,12.4,4,1,31
7659,1,7659,control,9.99,0.0,2024-02-27,1,0,0,62.2,37.2,3,1,13
7660,1,7660,control,9.99,0.0,2025-07-26,0,0,0,82.17,0.0,2,1,32
7661,1,7661,variant_high,14.99,15.0,2024-10-30,0,0,0,43.54,25.1,4,0,28
7662,1,7662,variant_mid,12.99,10.0,2024-10-22,0,0,0,61.98,22.6,2,1,61
7663,1,7663,variant_high,14.99,15.0,2024-11-12,0,0,0,157.35,26.8,6,0,12
7664,1,7664,variant_mid,12.99,10.0,2025-12-22,0,0,0,98.21,49.0,1,1,24
7665,1,7665,control,9.99,0.0,2025-06-06,0,0,0,344.56,6.2,1,1,3
7666,1,7666,variant_high,14.99,15.0,2025-12-18,1,0,0,14.65,37.1,3,1,51
7667,1,7667,variant_mid,12.99,10.0,2025-03-17,1,1,0,240.97,65.1,5,1,45
7668,1,7668,control,9.99,0.0,2025-10-06,0,0,0,166.87,0.0,4,1,8
7669,1,7669,variant_mid,12.99,10.0,2025-11-21,0,0,0,58.1,0.0,1,0,58
7670,1,7670,variant_high,14.99,15.0,2025-01-13,0,0,0,16.48,0.0,4,1,2
7671,1,7671,variant_mid,12.99,10.0,2024-12-26,0,0,0,402.02,23.4,3,0,69
7672,1,7672,variant_mid,12.99,10.0,2025-11-19,1,1,0,1625.08,79.1,3,1,30
7673,1,7673,variant_mid,12.99,10.0,2025-06-18,0,0,0,192.81,8.8,2,1,62
7674,1,7674,variant_high,14.99,15.0,2024-10-08,0,0,0,108.54,0.0,3,1,69
7675,1,7675,variant_high,14.99,15.0,2024-08-21,0,0,0,21.89,0.0,3,1,32
7676,1,7676,variant_high,14.99,15.0,2024-10-23,0,0,0,27.39,11.7,2,1,52
7677,1,7677,control,9.99,0.0,2024-07-21,1,1,1,136.37,39.0,2,1,40
7678,1,7678,variant_mid,12.99,10.0,2024-12-27,0,0,0,13.75,3.5,1,1,88
7679,1,7679,variant_high,14.99,15.0,2025-05-22,0,0,0,87.51,22.3,4,1,60
7680,1,7680,control,9.99,0.0,2025-06-11,1,1,1,58.59,58.3,2,1,68
7681,1,7681,control,9.99,0.0,2024-02-07,1,0,0,14.87,62.4,3,0,50
7682,1,7682,variant_high,14.99,15.0,2024-02-18,1,1,0,50.73,39.4,1,0,9
7683,1,7683,variant_high,14.99,15.0,2025-04-23,1,1,0,189.33,68.8,2,1,52
7684,1,7684,variant_high,14.99,15.0,2025-01-29,0,0,0,94.71,0.0,4,1,85
7685,1,7685,variant_mid,12.99,10.0,2024-02-29,1,0,0,262.26,52.1,2,1,71
7686,1,7686,control,9.99,0.0,2025-12-22,1,1,1,14.28,75.5,3,1,79
7687,1,7687,control,9.99,0.0,2025-12-31,0,0,0,99.9,3.7,0,1,27
7688,1,7688,variant_high,14.99,15.0,2024-02-24,0,0,0,262.12,13.5,3,1,43
7689,1,7689,variant_high,14.99,15.0,2024-01-16,1,0,0,233.32,63.3,1,0,87
7690,1,7690,variant_mid,12.99,10.0,2024-03-19,0,0,0,98.75,5.1,0,1,3
7691,1,7691,variant_mid,12.99,10.0,2025-05-06,0,0,0,267.28,0.0,0,0,27
7692,1,7692,variant_high,14.99,15.0,2025-12-05,0,0,0,214.92,0.0,5,1,26
7693,1,7693,control,9.99,0.0,2024-11-07,1,0,0,573.09,39.5,3,1,80
7694,1,7694,control,9.99,0.0,2025-09-08,1,1,1,12.69,83.3,3,1,81
7695,1,7695,variant_high,14.99,15.0,2024-06-09,1,1,0,253.59,60.7,0,0,2
7696,1,7696,variant_mid,12.99,10.0,2024-01-16,1,0,0,221.79,76.2,2,1,47
7697,1,7697,variant_high,14.99,15.0,2024-12-19,0,0,0,33.59,0.0,4,1,11
7698,1,7698,variant_high,14.99,15.0,2024-12-14,0,0,0,142.84,47.0,4,1,21
7699,1,7699,variant_high,14.99,15.0,2025-12-31,1,0,0,72.0,63.4,4,1,59
